zona,m2,recamaras,banos,estacionamientos,precio_venta_mxn,renta_mensual_mxn,antiguedad_anios,vacancia_pct,riesgo_zona
Jurica,156.2,3,3,1,6149000,35800,7,5.3,2
Cumbres del Lago,107.9,3,3,1,4965000,24100,6,3.7,2
Mileno III,130.8,3,2,1,2762000,15100,7,2.7,3
Mileno III,156.4,3,2,3,4160000,22800,11,5.8,3
Jurica,164.4,4,3,1,7186000,38900,20,5.3,2
Juriquilla,101.9,2,2,2,2873000,17500,6,4.9,2
Zibatá,126.7,2,2,2,5212000,29100,0,3.7,1
Juriquilla,136.2,2,2,1,3146000,14900,8,4.2,2
Corregidora,96.9,3,2,2,2513000,12800,10,2.4,3
El Refugio,69.8,2,2,1,1671000,7800,3,3.4,3
Cumbres del Lago,91.2,4,3,2,3392000,18000,2,4.0,2
Juriquilla,90.8,3,2,2,3091000,15000,3,4.9,2
Zibatá,65.2,2,2,2,2048000,9600,6,2.3,1
Zibatá,89.1,3,2,2,3649000,23500,3,2.3,1
El Refugio,109.8,2,2,1,2852000,13500,3,6.6,3
Mileno III,100.2,2,2,1,2671000,16000,9,4.0,3
Cumbres del Lago,96.6,4,3,1,4124000,19700,4,2.2,2
Juriquilla,90.7,3,2,1,3538000,21800,4,3.2,2
Zibatá,146.7,3,2,2,5503000,27500,5,3.8,1
Mileno III,55.9,3,2,1,1564000,7200,5,6.2,3
Mileno III,180.1,3,2,2,4916000,30200,7,5.9,3
Corregidora,86.0,2,2,1,1952000,11300,9,3.4,3
Cumbres del Lago,116.0,3,3,1,4717000,26600,3,3.0,2
Jurica,92.5,3,3,2,4531000,24300,9,2.7,2
Jurica,104.2,4,3,1,6642000,30000,12,5.8,2
Jurica,154.4,4,3,1,9320000,57700,14,3.6,2
Mileno III,102.8,2,2,2,2107000,13400,9,2.7,3
Corregidora,79.4,3,2,1,2440000,11000,6,6.9,3
Zibatá,160.6,3,2,3,3910000,17600,4,3.3,1
Jurica,72.2,3,3,2,2775000,14800,9,5.4,2
Mileno III,141.7,3,2,2,3388000,16000,4,8.0,3
Juriquilla,124.1,2,2,1,4692000,22500,7,3.2,2
Corregidora,136.8,3,2,2,3439000,18600,11,2.5,3
Corregidora,112.2,2,2,1,3015000,15900,15,7.7,3
Cumbres del Lago,128.7,3,3,1,5679000,32200,3,3.4,2
Corregidora,92.6,2,2,1,2603000,16600,7,3.8,3
Jurica,103.2,4,3,1,3689000,21400,10,5.3,2
Juriquilla,114.6,3,2,1,3967000,19500,1,4.0,2
Juriquilla,99.0,2,2,1,2983000,19200,3,2.5,2
Zibatá,81.9,2,2,1,2545000,14000,2,2.1,1
Zibatá,96.4,3,2,2,2884000,16300,4,3.3,1
Corregidora,143.6,2,2,3,3187000,19500,13,7.8,3
El Refugio,66.2,3,2,1,1689000,9900,4,6.0,3
Jurica,128.5,4,3,2,7643000,36100,15,3.1,2
Juriquilla,92.2,3,2,2,2705000,15200,6,4.5,2
Corregidora,70.3,2,2,1,2075000,11400,7,7.5,3
Centro,142.8,1,1,1,4364000,27100,19,9.5,4
Corregidora,126.9,3,2,2,4086000,20900,8,2.3,3
Corregidora,116.7,3,2,1,3295000,14900,6,2.3,3
Jurica,130.6,4,3,1,6640000,37200,14,2.8,2
El Refugio,98.5,3,2,1,2264000,11600,9,2.5,3
Centro,83.9,2,1,2,1812000,8800,25,8.1,4
Corregidora,107.6,3,2,1,3076000,19000,8,6.9,3
El Refugio,143.5,2,2,3,3418000,21200,6,4.1,3
Centro,109.6,2,1,2,2301000,11200,21,4.3,4
Juriquilla,104.7,3,2,2,3582000,17200,5,2.0,2
Jurica,59.9,3,3,2,3811000,19500,14,5.4,2
Mileno III,70.6,2,2,1,1750000,9800,7,4.1,3
Cumbres del Lago,125.5,4,3,2,4300000,20800,4,2.1,2
Cumbres del Lago,91.4,3,3,1,3810000,19800,7,3.2,2
Cumbres del Lago,105.7,3,3,1,4223000,25000,6,4.6,2
Mileno III,116.1,2,2,2,3132000,14400,4,2.1,3
Centro,114.1,1,1,1,2241000,12600,12,8.6,4
Jurica,70.6,4,3,2,3291000,18500,12,3.0,2
Zibatá,139.4,2,2,1,4675000,27600,2,3.0,1
Juriquilla,60.8,2,2,1,1516000,7000,4,4.0,2
El Refugio,108.9,2,2,2,3828000,23900,8,6.3,3
Zibatá,169.5,2,2,1,6487000,37100,4,3.4,1
Cumbres del Lago,120.4,3,3,2,5204000,28000,5,3.4,2
Juriquilla,103.2,3,2,2,3174000,17400,1,2.7,2
Jurica,106.9,3,3,2,6423000,41500,20,2.4,2
Mileno III,45.4,3,2,2,1178000,6300,10,2.2,3
Juriquilla,170.1,2,2,1,6103000,37500,4,2.9,2
Jurica,152.5,4,3,3,9455000,58000,8,5.6,2
Zibatá,87.0,2,2,1,2356000,12000,2,3.7,1
Corregidora,115.2,3,2,2,3198000,18300,11,5.7,3
El Refugio,74.0,2,2,2,1849000,11700,2,3.3,3
Juriquilla,94.9,3,2,2,3595000,23200,8,2.8,2
El Refugio,63.7,3,2,1,1535000,8200,10,3.8,3
Jurica,117.8,4,3,1,7253000,46000,20,3.8,2
Zibatá,112.1,3,2,2,3942000,23100,1,2.7,1
Corregidora,85.9,2,2,1,2750000,12900,10,4.9,3
Mileno III,123.0,3,2,2,2521000,12100,9,6.3,3
Centro,132.2,1,1,1,3779000,20100,23,8.2,4
Corregidora,100.8,2,2,1,2792000,16900,13,4.8,3
Juriquilla,59.7,2,2,2,2207000,11200,6,4.7,2
Mileno III,109.1,2,2,1,3398000,21300,9,3.3,3
Jurica,122.1,3,3,2,8177000,47600,15,4.5,2
Mileno III,135.6,2,2,2,2780000,13700,8,7.1,3
Centro,151.9,1,1,3,3906000,21800,29,2.9,4
Cumbres del Lago,101.0,4,3,1,3577000,22800,3,4.4,2
Corregidora,100.0,2,2,2,3449000,22300,6,7.4,3
Jurica,114.6,3,3,2,4833000,26100,19,3.3,2
Jurica,81.9,3,3,1,4312000,24100,6,5.1,2
Corregidora,160.9,3,2,3,5169000,31500,9,4.2,3
Zibatá,74.5,3,2,2,2867000,14700,6,3.6,1
Centro,118.1,1,1,1,2768000,15400,18,7.3,4
Juriquilla,153.7,2,2,2,4222000,24000,7,2.8,2
Mileno III,106.0,3,2,2,2722000,14600,10,7.8,3
Jurica,124.8,4,3,1,5444000,33500,19,2.5,2
Mileno III,90.5,3,2,1,2910000,13900,7,2.1,3
Jurica,133.7,4,3,1,5293000,27400,11,2.8,2
Zibatá,126.7,2,2,1,2956000,16000,0,2.3,1
Cumbres del Lago,100.7,3,3,1,3932000,19000,7,2.9,2
Corregidora,133.1,3,2,1,2589000,14100,14,4.9,3
Mileno III,172.1,3,2,3,4753000,25000,8,6.8,3
El Refugio,86.9,3,2,1,2157000,11600,5,6.6,3
Centro,105.3,2,1,2,2864000,13700,11,6.0,4
Zibatá,151.5,3,2,3,4772000,27100,1,3.7,1
El Refugio,155.4,2,2,3,4117000,22300,7,2.4,3
Cumbres del Lago,127.1,3,3,1,4682000,28000,3,2.6,2
El Refugio,109.0,2,2,1,3478000,15800,9,4.5,3
Cumbres del Lago,133.3,4,3,1,5660000,32300,2,3.5,2
Cumbres del Lago,109.2,3,3,1,4616000,29300,6,2.1,2
Juriquilla,90.6,3,2,1,3229000,17700,4,4.2,2
Zibatá,145.0,2,2,3,5612000,33200,5,3.9,1
El Refugio,154.9,3,2,1,4152000,26200,10,4.3,3
Cumbres del Lago,164.2,4,3,3,8091000,38800,8,3.7,2
Juriquilla,94.9,3,2,1,2352000,13400,7,5.0,2
Jurica,91.5,4,3,1,3366000,19000,18,2.4,2
El Refugio,126.0,2,2,2,3031000,17800,8,5.0,3
Corregidora,125.0,3,2,1,2900000,18300,13,3.0,3
Juriquilla,137.7,3,2,2,3317000,21100,3,4.6,2
Mileno III,45.0,3,2,2,1058000,5000,4,6.5,3
El Refugio,129.0,2,2,2,2981000,15400,3,5.2,3
Zibatá,137.8,2,2,2,3701000,22600,0,4.0,1
El Refugio,103.8,3,2,1,3645000,18700,5,2.1,3
Jurica,165.6,3,3,1,8438000,46800,13,2.2,2
Jurica,168.9,4,3,2,11086000,62500,15,3.6,2
Centro,110.5,1,1,2,2257000,10900,14,3.4,4
El Refugio,100.4,3,2,2,2897000,16800,8,5.6,3
Zibatá,119.9,2,2,1,3634000,23200,4,3.0,1
Centro,99.8,1,1,2,1609000,8300,13,8.8,4
Mileno III,175.8,3,2,1,4161000,24000,6,2.1,3
Cumbres del Lago,191.5,4,3,3,9123000,48100,1,2.1,2
Jurica,122.7,4,3,2,5630000,30500,20,4.7,2
Cumbres del Lago,128.7,3,3,1,5605000,27200,3,4.1,2
Zibatá,153.0,2,2,2,4671000,25700,2,3.8,1
Centro,88.1,2,1,1,2230000,13300,27,3.3,4
Corregidora,109.7,3,2,2,2807000,12600,8,7.6,3
Mileno III,72.6,3,2,2,1728000,8600,8,5.1,3
Cumbres del Lago,124.6,3,3,2,4075000,20100,6,4.6,2
Juriquilla,87.3,3,2,2,2452000,11500,5,5.0,2
El Refugio,128.6,3,2,1,3349000,17100,10,5.6,3
Cumbres del Lago,112.5,4,3,2,4147000,24600,3,2.8,2
Centro,126.6,1,1,1,3050000,16100,17,3.2,4
Cumbres del Lago,60.8,4,3,2,2573000,11700,6,3.4,2
El Refugio,95.2,2,2,2,2234000,14300,8,5.5,3
El Refugio,91.0,2,2,2,2264000,11300,7,4.9,3
Jurica,82.1,4,3,1,3510000,19600,19,4.2,2
Centro,97.6,2,1,1,2147000,12900,13,6.8,4
Corregidora,127.7,2,2,1,2499000,15500,13,6.7,3
Juriquilla,47.7,3,2,2,1900000,11500,3,3.8,2
El Refugio,103.2,3,2,1,3123000,18400,7,4.8,3
Cumbres del Lago,101.3,3,3,1,3597000,21400,4,3.6,2
Corregidora,116.9,3,2,1,3507000,19200,12,7.1,3
El Refugio,165.1,2,2,1,5726000,27200,6,4.7,3
Corregidora,101.1,3,2,1,2500000,13800,15,3.0,3
El Refugio,126.7,2,2,2,2813000,14800,10,3.5,3
Jurica,148.4,3,3,3,8399000,51700,10,2.8,2
El Refugio,100.0,2,2,2,2068000,12600,10,5.4,3
Mileno III,112.0,3,2,2,2788000,13000,7,5.5,3
Zibatá,87.1,3,2,2,3824000,20000,6,2.3,1
El Refugio,102.5,3,2,1,2952000,15100,2,4.7,3
Corregidora,97.2,3,2,2,3256000,19700,15,7.3,3
Centro,94.7,2,1,2,1817000,9300,14,2.1,4
Corregidora,105.7,2,2,1,2100000,10400,12,7.1,3
Juriquilla,64.3,3,2,1,2108000,10900,5,2.6,2
Corregidora,131.9,2,2,1,3791000,23400,14,7.2,3
Centro,144.8,1,1,2,3484000,18600,17,5.2,4
Jurica,68.3,4,3,2,3848000,19000,16,5.2,2
Juriquilla,128.2,2,2,1,3165000,17700,7,2.5,2
Centro,103.3,3,1,1,1923000,12400,18,9.6,4
El Refugio,104.5,3,2,1,3332000,18800,5,3.9,3
Corregidora,59.9,3,2,2,1798000,10200,7,2.6,3
Jurica,161.1,3,3,2,10576000,57700,12,4.2,2
Mileno III,122.6,3,2,2,2967000,15800,11,7.8,3
Corregidora,126.4,2,2,2,3203000,16800,10,7.0,3
Juriquilla,199.4,2,2,2,7006000,44200,1,3.0,2
Zibatá,97.1,3,2,2,3725000,23100,1,3.1,1
Centro,139.5,3,1,1,3506000,21400,22,2.6,4
Cumbres del Lago,119.3,4,3,2,5150000,23500,7,3.9,2
Centro,121.3,3,1,1,3268000,21200,12,5.4,4
Juriquilla,87.6,2,2,1,2699000,15500,6,3.6,2
Centro,160.3,3,1,1,3464000,21600,10,3.3,4
Centro,105.0,1,1,2,1586000,7100,20,5.8,4
Zibatá,111.7,3,2,2,4475000,22600,6,2.5,1
Mileno III,105.8,2,2,1,2586000,15200,7,7.1,3
Corregidora,110.9,2,2,2,3310000,17200,12,6.3,3
Corregidora,122.4,2,2,2,3181000,19600,12,4.7,3
Mileno III,70.9,3,2,1,1595000,7500,10,6.1,3
Centro,147.2,3,1,1,4166000,21100,15,4.1,4
Centro,126.9,1,1,1,2457000,11900,24,8.7,4
El Refugio,145.2,2,2,3,4251000,24500,4,3.9,3
El Refugio,137.7,2,2,1,3464000,16500,2,6.5,3
Zibatá,77.8,2,2,2,3208000,14700,5,2.3,1
Cumbres del Lago,99.4,4,3,2,4024000,23100,2,2.3,2
Centro,173.6,1,1,3,3091000,15900,29,9.6,4
El Refugio,121.8,3,2,1,3664000,18000,6,2.6,3
Centro,45.0,3,1,2,921000,4500,10,6.4,4
Centro,122.7,1,1,2,3571000,23100,13,4.6,4
Zibatá,106.8,2,2,1,3915000,24200,6,3.4,1
El Refugio,107.0,2,2,2,3654000,21900,2,4.7,3
Mileno III,122.3,2,2,2,3720000,22600,10,2.7,3
Mileno III,77.6,2,2,2,2005000,11000,6,3.9,3
El Refugio,77.8,3,2,1,2193000,10000,10,2.6,3
El Refugio,130.0,2,2,1,3259000,18700,4,3.9,3
Cumbres del Lago,114.4,3,3,2,5134000,31800,7,3.2,2
El Refugio,89.0,3,2,1,2084000,12000,2,6.8,3
Mileno III,82.0,2,2,2,2023000,9700,10,6.9,3
Corregidora,128.0,2,2,1,3673000,17100,13,6.6,3
Juriquilla,115.8,2,2,1,3086000,14800,6,4.9,2
Centro,106.2,2,1,1,2604000,12600,15,4.1,4
Zibatá,113.8,3,2,2,3464000,21300,2,2.1,1
Zibatá,89.5,2,2,2,3208000,20700,2,2.3,1
Mileno III,125.1,3,2,2,3769000,22200,6,2.8,3
Jurica,129.1,4,3,2,6014000,32900,18,2.4,2
Centro,136.8,2,1,2,3875000,19400,15,5.6,4
Juriquilla,93.7,2,2,2,3303000,15300,4,3.6,2
Corregidora,118.0,2,2,2,2380000,13900,13,2.5,3
Centro,168.5,1,1,2,3628000,22200,12,4.9,4
Centro,103.8,3,1,1,2053000,11300,23,9.7,4
Zibatá,53.7,3,2,1,1552000,9800,5,3.8,1
Cumbres del Lago,76.0,4,3,1,3080000,16500,2,2.1,2
Jurica,78.9,3,3,1,3366000,15300,14,3.2,2
El Refugio,108.9,3,2,1,2569000,15200,4,5.2,3
Centro,136.8,1,1,2,3734000,16900,10,3.9,4
Jurica,129.3,4,3,1,5873000,27100,10,3.3,2
Corregidora,157.2,2,2,2,3747000,20400,7,2.1,3
El Refugio,152.1,3,2,2,3564000,22900,5,6.8,3
Cumbres del Lago,91.2,3,3,1,4009000,22500,2,3.2,2
Centro,117.3,2,1,2,2340000,11000,26,4.9,4
Centro,143.7,2,1,2,2670000,16400,13,7.9,4
Corregidora,89.3,2,2,2,2288000,14600,15,4.1,3
Juriquilla,78.9,3,2,2,2630000,14500,2,3.7,2
Zibatá,108.5,3,2,1,3362000,16100,2,3.7,1
Corregidora,75.4,2,2,1,2111000,9700,15,4.3,3
Cumbres del Lago,131.8,4,3,1,4372000,25300,1,4.7,2
Jurica,107.9,3,3,2,6011000,28600,14,5.4,2
Zibatá,111.7,2,2,2,4678000,26800,4,3.1,1
Juriquilla,81.2,3,2,1,1965000,12200,5,4.8,2
Mileno III,110.2,2,2,1,3611000,22100,6,6.3,3
Centro,139.8,1,1,2,3409000,15900,22,6.5,4
Mileno III,126.6,2,2,1,3226000,16800,6,4.4,3
Jurica,162.9,4,3,1,6302000,30900,9,2.9,2
Cumbres del Lago,91.5,3,3,1,4179000,21900,7,3.6,2
Centro,123.8,1,1,2,2177000,10100,27,7.2,4
Corregidora,91.5,3,2,2,2518000,15800,9,2.9,3
El Refugio,140.9,3,2,1,3237000,15700,2,4.3,3
El Refugio,150.5,2,2,2,4595000,24800,6,4.6,3
Cumbres del Lago,145.2,4,3,3,5059000,27000,6,2.4,2
Jurica,116.9,4,3,1,7352000,47700,10,4.0,2
Zibatá,99.7,3,2,2,2822000,18100,3,3.0,1
Centro,119.8,1,1,1,3071000,13800,17,4.0,4
Corregidora,107.5,2,2,1,2664000,13400,11,6.1,3
El Refugio,98.0,3,2,1,2821000,17300,6,3.7,3
Mileno III,133.9,3,2,2,2949000,19100,4,3.2,3
Mileno III,95.4,3,2,1,2574000,15500,5,4.0,3
Juriquilla,76.5,2,2,1,1973000,9300,7,3.3,2
Centro,86.8,3,1,1,1766000,8500,17,5.4,4
Corregidora,121.4,2,2,2,2687000,12600,14,4.3,3
Zibatá,82.6,3,2,2,3300000,20800,3,2.4,1
Jurica,107.1,3,3,1,4033000,19900,5,2.4,2
Centro,83.9,2,1,1,2086000,10700,23,3.8,4
Zibatá,63.1,2,2,2,2078000,12400,1,3.9,1
Corregidora,124.5,3,2,1,3517000,20200,15,6.4,3
Cumbres del Lago,80.9,3,3,2,2586000,15000,7,4.0,2
Juriquilla,79.1,2,2,2,2801000,16600,7,2.1,2
Corregidora,133.6,2,2,1,3293000,20500,8,3.1,3
Corregidora,101.0,2,2,2,2527000,14000,14,4.6,3
Zibatá,89.4,2,2,2,2836000,14400,6,3.8,1
Centro,131.0,2,1,1,3486000,19300,14,3.5,4
Corregidora,114.0,3,2,2,2984000,18000,11,6.9,3
Corregidora,107.8,2,2,1,3181000,17400,10,3.6,3
El Refugio,108.8,3,2,1,2688000,15600,5,5.7,3
Juriquilla,95.8,2,2,2,2946000,17100,4,2.8,2
Corregidora,103.3,2,2,2,3337000,15600,12,3.3,3
Juriquilla,103.5,2,2,1,2808000,15600,3,3.3,2
El Refugio,55.9,3,2,1,1701000,10400,10,2.4,3
Zibatá,141.6,2,2,2,4037000,18300,0,3.5,1
Corregidora,87.7,3,2,1,3056000,17700,7,2.6,3
Cumbres del Lago,75.3,4,3,2,3056000,19500,3,2.5,2
Juriquilla,81.8,2,2,2,1982000,12400,8,3.9,2
Corregidora,147.4,3,2,2,3705000,20000,4,4.1,3
Mileno III,142.0,3,2,2,3476000,21700,10,5.6,3
Centro,100.7,2,1,1,2870000,15600,24,5.4,4
Mileno III,101.7,2,2,2,2341000,12600,7,7.0,3
Juriquilla,117.0,2,2,2,3448000,22100,8,4.6,2
El Refugio,97.5,3,2,2,2331000,11900,8,2.2,3
Cumbres del Lago,92.1,3,3,1,3226000,15600,3,4.4,2
Centro,100.0,3,1,1,2724000,12600,29,9.0,4
Zibatá,88.1,3,2,1,2528000,12500,4,3.6,1
Centro,118.5,1,1,2,3166000,19800,25,5.4,4
El Refugio,81.0,3,2,1,2643000,13800,8,5.0,3
Zibatá,122.7,2,2,2,5068000,31100,6,3.6,1
Cumbres del Lago,96.8,4,3,1,3600000,20200,4,3.9,2
El Refugio,76.3,2,2,2,2016000,10400,2,3.8,3
Centro,145.6,3,1,3,3338000,19300,18,7.6,4
El Refugio,49.1,2,2,2,1090000,6100,4,5.5,3
Mileno III,130.1,3,2,2,3037000,16200,6,2.5,3
Corregidora,95.4,2,2,2,2741000,15100,13,5.1,3
Centro,84.0,3,1,2,2267000,14000,16,5.1,4
Centro,161.8,3,1,3,3044000,18600,20,2.3,4
Cumbres del Lago,141.3,3,3,3,5597000,25800,2,3.4,2
Cumbres del Lago,117.6,3,3,2,4591000,21800,1,2.1,2
Zibatá,45.0,2,2,1,1220000,7500,2,3.8,1
Juriquilla,133.5,3,2,2,3838000,21900,6,3.1,2
Juriquilla,139.8,2,2,2,5389000,31100,1,4.7,2
Mileno III,173.3,3,2,1,4162000,23500,9,2.7,3
Centro,58.2,1,1,2,1170000,6000,28,2.9,4
Jurica,90.4,4,3,2,4630000,29300,9,4.5,2
Corregidora,104.4,3,2,1,2941000,15600,11,4.1,3
Centro,83.2,3,1,2,1466000,8400,29,8.9,4
Mileno III,81.4,3,2,2,1757000,9800,11,4.2,3
Zibatá,75.4,2,2,2,3052000,15400,0,2.7,1
Zibatá,125.7,2,2,1,3903000,19000,3,2.0,1
Centro,106.6,1,1,1,1647000,8900,18,4.7,4
Zibatá,175.5,3,2,2,4492000,27300,5,2.5,1
Centro,116.1,3,1,1,2830000,14600,18,4.7,4
Cumbres del Lago,211.7,3,3,2,8168000,48500,7,4.6,2
Mileno III,113.7,2,2,2,3071000,16600,7,3.0,3
El Refugio,61.4,3,2,1,1367000,6100,9,6.3,3
El Refugio,176.8,2,2,3,5878000,31300,10,3.5,3
Corregidora,109.5,3,2,1,2927000,18300,13,5.1,3
Mileno III,116.2,3,2,1,3670000,22100,10,5.8,3
Juriquilla,126.3,2,2,2,3945000,21200,3,3.0,2
Juriquilla,68.6,3,2,1,2448000,12400,3,3.9,2
Juriquilla,124.2,2,2,2,3053000,14400,5,3.3,2
Juriquilla,71.2,3,2,2,2085000,12400,8,3.0,2
Jurica,155.4,3,3,1,8252000,47600,10,5.9,2
El Refugio,155.3,2,2,3,4682000,30400,10,2.5,3
Cumbres del Lago,121.3,4,3,1,4214000,24100,7,2.0,2
Corregidora,98.8,2,2,2,2477000,11500,4,4.9,3
Juriquilla,76.8,3,2,2,1880000,12000,2,3.6,2
Corregidora,96.0,2,2,1,2850000,17400,4,8.0,3
Jurica,134.5,3,3,2,5429000,27400,17,3.8,2
Cumbres del Lago,140.7,4,3,3,6104000,35800,1,4.1,2
Juriquilla,84.7,3,2,1,3303000,14900,6,4.6,2
Jurica,167.6,4,3,1,8097000,48100,8,3.8,2
Centro,45.5,2,1,1,1137000,5600,25,3.7,4
Centro,120.4,3,1,2,2618000,12600,10,2.3,4
Cumbres del Lago,119.1,4,3,1,3680000,18000,6,2.6,2
Jurica,119.9,3,3,2,6018000,29300,11,4.1,2
Cumbres del Lago,157.5,3,3,3,7522000,39100,1,3.4,2
Mileno III,111.4,3,2,1,3310000,14900,6,4.1,3
Centro,87.3,2,1,1,2186000,14100,13,9.1,4
Centro,86.8,2,1,2,1871000,10700,24,6.1,4
Juriquilla,63.4,3,2,1,2186000,12800,5,4.7,2
Corregidora,111.5,3,2,2,2819000,16500,5,6.4,3
Jurica,125.2,4,3,1,7591000,44300,11,4.2,2
El Refugio,126.9,2,2,2,3820000,19700,2,5.3,3
Zibatá,158.6,2,2,2,5156000,28700,3,3.4,1
Juriquilla,135.7,2,2,1,4141000,20400,5,3.0,2
Cumbres del Lago,71.8,3,3,1,2580000,14500,7,4.1,2
Corregidora,135.8,2,2,2,3217000,18800,14,7.0,3
Mileno III,81.2,3,2,1,1805000,11400,10,6.0,3
Centro,79.9,1,1,1,1997000,10300,17,3.9,4
Cumbres del Lago,143.5,3,3,2,4948000,22300,3,3.7,2
Cumbres del Lago,93.5,4,3,2,3328000,15200,7,4.3,2
Zibatá,146.5,3,2,3,3911000,19800,3,3.4,1
Mileno III,94.1,2,2,2,2341000,12700,12,6.4,3
Corregidora,69.0,3,2,1,1960000,11400,12,5.5,3
Juriquilla,190.6,2,2,1,6624000,35500,3,2.8,2
Corregidora,94.4,3,2,2,2768000,13100,5,4.7,3
Corregidora,104.8,3,2,2,2768000,15900,15,4.1,3
Mileno III,114.5,2,2,1,2275000,12400,10,6.6,3
Cumbres del Lago,158.2,3,3,1,5439000,34000,7,2.5,2
Mileno III,118.5,3,2,2,2585000,13700,12,3.4,3
Centro,98.4,1,1,1,2401000,14200,27,2.7,4
Juriquilla,115.1,2,2,2,2875000,15900,5,2.3,2
Jurica,117.7,4,3,1,4769000,23200,9,4.2,2
Corregidora,133.0,3,2,2,3683000,17200,14,7.9,3
Mileno III,117.0,3,2,2,3726000,24000,8,7.9,3
El Refugio,101.3,3,2,1,2373000,10700,3,5.8,3
Jurica,142.5,4,3,2,7974000,41900,5,3.8,2
Juriquilla,124.4,3,2,1,3190000,14900,6,4.7,2
Corregidora,45.0,2,2,1,1545000,9100,13,3.2,3
El Refugio,82.7,3,2,1,1954000,12400,6,2.7,3
Jurica,127.2,4,3,2,6600000,30200,15,2.5,2
Jurica,118.5,4,3,2,6692000,34700,11,3.4,2
El Refugio,98.6,2,2,1,2849000,17200,2,6.7,3
Corregidora,150.9,2,2,1,3906000,17700,9,4.0,3
Cumbres del Lago,45.0,4,3,2,2048000,11100,4,4.1,2
Juriquilla,126.3,3,2,1,3990000,21500,4,2.4,2
Centro,144.9,3,1,1,3932000,22300,27,9.1,4
Mileno III,117.1,3,2,2,3269000,15100,11,3.7,3
Cumbres del Lago,92.7,3,3,2,3725000,18000,8,3.1,2
Mileno III,94.9,2,2,1,2674000,17000,12,2.1,3
Cumbres del Lago,70.4,4,3,1,3007000,18800,4,3.8,2
Cumbres del Lago,81.8,4,3,1,3862000,18500,7,3.4,2
Corregidora,60.7,3,2,2,1827000,10000,11,2.8,3
Centro,158.8,3,1,2,4576000,26600,22,8.7,4
Corregidora,103.0,3,2,1,2898000,17400,10,2.5,3
Corregidora,87.1,3,2,2,2394000,10900,14,7.2,3
Centro,105.1,2,1,2,2545000,12500,20,3.2,4
Zibatá,99.8,3,2,2,4420000,22300,1,3.4,1
Zibatá,95.5,2,2,1,2363000,13000,3,2.7,1
El Refugio,69.4,3,2,1,2255000,11500,4,6.4,3
Centro,97.0,2,1,1,1650000,8200,12,5.9,4
Jurica,138.4,3,3,2,8494000,45500,12,3.9,2
Cumbres del Lago,119.6,3,3,1,3830000,19600,1,2.2,2
Corregidora,87.2,3,2,2,2448000,12100,13,4.6,3
Mileno III,119.0,2,2,2,3011000,17800,9,5.8,3
El Refugio,137.3,2,2,2,2952000,18700,6,2.0,3
Centro,101.9,2,1,1,2151000,11700,30,5.0,4
Jurica,54.0,4,3,1,2859000,16700,18,4.9,2
Mileno III,100.6,2,2,2,2918000,17900,8,5.3,3
Jurica,100.0,4,3,2,5948000,34000,18,2.8,2
Centro,71.7,3,1,2,1780000,9800,11,6.7,4
Centro,85.4,2,1,1,1651000,7600,24,7.6,4
Zibatá,136.9,3,2,2,4366000,21200,5,3.8,1
Centro,104.7,2,1,2,2062000,12700,20,5.0,4
Zibatá,108.0,2,2,1,3786000,17800,1,2.8,1
Centro,76.4,2,1,1,1927000,12400,20,4.8,4
Juriquilla,110.5,3,2,2,3506000,20300,5,3.6,2
Jurica,52.8,3,3,2,2242000,11000,19,2.6,2
Jurica,45.0,3,3,1,1882000,9900,7,4.6,2
Mileno III,142.1,3,2,1,3654000,19700,6,4.6,3
Centro,102.0,1,1,2,2168000,11400,15,7.3,4
Mileno III,114.7,3,2,1,3264000,18400,8,6.5,3
El Refugio,101.9,3,2,1,3248000,17500,9,2.5,3
Corregidora,90.0,3,2,2,2715000,15600,13,3.1,3
Zibatá,101.3,3,2,1,3939000,21700,1,3.6,1
Cumbres del Lago,105.9,4,3,2,4972000,22600,6,3.8,2
Juriquilla,145.2,3,2,1,5490000,34500,7,5.0,2
El Refugio,149.5,3,2,1,4872000,31500,10,3.9,3
Juriquilla,120.3,2,2,1,3308000,18500,6,4.6,2
Centro,143.0,2,1,3,3218000,20400,19,6.1,4
Mileno III,187.6,2,2,3,4340000,22200,5,4.6,3
Juriquilla,70.3,2,2,2,1958000,11900,7,2.5,2
Juriquilla,99.9,2,2,1,3273000,15500,6,2.3,2
Centro,130.7,1,1,2,3098000,15900,22,3.8,4
Zibatá,71.0,2,2,1,2834000,15300,3,2.2,1
Centro,117.6,2,1,2,2462000,15300,21,4.1,4
Jurica,136.9,3,3,2,6287000,37800,8,2.9,2
Juriquilla,128.4,2,2,1,4489000,28600,8,4.2,2
Centro,110.1,1,1,2,1999000,9100,24,3.0,4
Centro,141.9,1,1,3,3178000,15300,16,8.0,4
El Refugio,137.7,3,2,1,3889000,18600,6,5.9,3
Cumbres del Lago,83.1,4,3,1,3524000,17700,6,4.0,2
Centro,123.0,3,1,2,2585000,12500,29,4.3,4
Zibatá,113.5,2,2,1,4398000,28000,4,2.3,1
Juriquilla,131.8,2,2,2,4237000,22400,6,2.2,2
Juriquilla,93.1,2,2,1,2326000,14800,4,2.2,2
Corregidora,99.5,2,2,2,2205000,11300,5,3.9,3
El Refugio,135.3,3,2,2,3811000,24000,8,2.2,3
Mileno III,116.8,2,2,2,3464000,17400,9,4.7,3
